"机构ID"	"机构名称(中文)"	"成立日期"	"主营业务"	"经营范围"
"T000028416"	"浙江金固股份有限公司"	"1996-06-24 00:00:00"	"钢制滚型车轮的研发、生产和销售"	"　　许可经营项目：货运（范围详见《中华人民共和国道路运输经营许可证》，有效期至2019年1月20日）。汽车零部件、热镀锌钢圈制造，车轮生产（限分支机构经营），热浸铝、小五金加工，钢材、汽车零部件的销售，经营进出口业务（国家法律法规禁止、限制的除外)，金属表面处理设备的生产及维修，金属制品、通用设备的销售。依法须经批准的项目，经相关部门批准后方可开展经营活动。"
"T000028422"	"南华期货股份有限公司"	"1996-05-28 00:00:00"	"商品期货经纪、金融期货经纪、期货投资咨询、资产管理、证券投资基金代销。"	"　　商品期货经纪，金融期货经纪，期货投资咨询，资产管理，证券投资基金代销。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000028442"	"辽宁大金重工股份有限公司"	"2003-09-22 00:00:00"	"从事风电塔架、火电锅炉钢结构生产和销售"	"　　钢结构制造、安装，金属门窗制造、安装，海洋工程，石化、港口机械制造，电站锅炉附机制造，风电设备制造，建筑机械制造。公司在2018年底建成并投运了二期生产线,该生产线是国内唯一一家可以生产西门子歌美飒大直径海上风电塔筒的生产线。公司在制造分片式大直径塔筒过程中申请了多项专利,目前分瓣塔产品已成为Vestas在亚太区最大的供应商。"
"T000028545"	"安徽山河药用辅料股份有限公司"	"2001-04-27 00:00:00"	"药用辅料的研发、生产和销售"	"　　药用辅料的生产，医药中间体、精细化工产品（不含危险品及监控化学品）的生产、销售，经营本企业自产产品及进出口业务和代理销售国内外辅料产品及进出口业务（国家限定公司经营或禁止进出口的商品及技术除外），食品添加剂（凭生产许可证许可范围）的生产。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000028549"	"芜湖三七互娱网络科技集团股份有限公司"	"1995-05-26 00:00:00"	"手机游戏和网页游戏的研发、发行和运营"	"　　网络及计算机领域内的技术开发、技术转让、技术咨询、技术服务（涉及前置许可的除外），计算机系统集成，网络工程，图文设计制作，计算机、软件及辅助设备（除计算机信息系统安全专用产品）的销售，动漫的设计和制作，广告的设计、制作和发布，组织境内文化艺术交流活动, 实业投资。"
"T000028566"	"天津汽车模具股份有限公司"	"1996-12-03 00:00:00"	"从事汽车模具的设计与制造、汽车冲压件的加工等"	"　　模具设计、制造;冲压件加工、铆焊加工;汽车车身及其工艺装备设计、制造;航空航天产品零部件、工装及地面保障设备设计与制造;技术咨询服务(不含中介);计算机应用服务;进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"T000028593"	"江苏江南水务股份有限公司"	"2003-07-15 00:00:00"	"经营自来水的制售、自来水排水及相关水处理业务"	"　　自来水制售；自来水排水及相关水处理业务；供水工程的设计及技术咨询；水质检测；水表计量检测；对公用基础设施行业进行投资。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000028609"	"盈康生命科技股份有限公司"	"1998-08-06 00:00:00"	"大型放射性医疗设备的研发生产和销售及提供医疗服务。"	"　　医疗器械的研发和经营；医疗行业投资；对外投资；股权投资；货物及技术进出口；为成员企业及关联企业提供经营决策和企业管理咨询、财务管理咨询、资本经营管理和咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）"
"T000028620"	"晨光生物科技集团股份有限公司"	"2000-04-12 00:00:00"	"天然植物提取物"	"　　食品添加剂、食品用香料、食品用香精、复配食品添加剂产品及半成品的生产及销售；食品、保健食品、保健食品原料提取物、调味品、调味料、其他食品、食用植物油、食用油脂制品、方便食品、其他方便食品、饮料、固体饮料产品及半成品的生产及销售；饲料、单一饲料、饲料原料、饲料添加剂、混合型饲料添加剂的生产和销售；食品相关产品、食品用塑料包装容器工具制品的生产和销售；预包装食品、特殊食品、散装食品销售；农产品、初级农产品、油料种子等加工原料的收购、加工和销售；植物提取物的生产和销售；毛油收购、加工及销售；各种加工副产品（非食用）的销售；日化、化妆品原料、精油、油树脂、提取物的加工和销售；绿咖啡豆提取物、虾青素、银杏叶提取物、肉桂提取物、水飞蓟素、茶多糖、山楂叶提取物、人参茎叶提取物、黄芪提取物、杉木油、功能红曲米的生产和销售；脱酚精制棉籽蛋白、棉短绒、棉籽壳、酸化油、蛋白肽、棉子糖（粗糖）、醋酸棉酚、棉籽蛋白肽、棉子低聚糖（粗糖）的生产及销售；发酵培养基原料（棉籽蛋白粉、豆饼（粕）粉、玉米蛋白粉、花生饼粉等）的生产和销售；棉籽粕、甜菜粕的采购、生产和销售；棉籽收购、加工及销售；收购色素原料，技术引进及转让；植物油加工设备、天然植物色素萃取设备、环保设备、石油化工设备生产、销售、安装（特种设备除外）；环保工程；钢结构制作；辣椒干、辣椒粉、辣椒籽等辣椒制品的采购、生产和销售。自营和代理各类商品和技术的进出口（但国家限定或禁止进出口的商品和技术除外）。"
"T000028630"	"广东佳隆食品股份有限公司"	"2001-07-25 00:00:00"	"鸡粉、鸡精产品的研发、生产和销售"	"　　从事食品研究开发;调味品、罐头、蔬菜制品、食用油、油脂及其制品、粮食加工品、保健食品生产、销售;食品添加剂生产、销售;国内贸易;货物及技术的进出口业务;自有场地租赁,机械设备经营租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
"T000028636"	"浙江哈尔斯真空器皿股份有限公司"	"1995-05-23 00:00:00"	"不锈钢真空保温器皿的研发设计、生产与销售"	"　　一般经营项目：不锈钢真空器皿、不锈钢制品、家用电器、塑料制品、玻璃制品、机械设备（除发动机）的制造、加工、销售，玻璃陶瓷制品、硅胶制品、玉米纤维、谷纤维、竹纤维制品、奶瓶、奶嘴、研磨器的销售，经营进口业务。"
"T000028647"	"成都银河磁体股份有限公司"	"2001-03-23 00:00:00"	"制造、销售永磁合金元件"	"　　制造、销售永磁合金元件及光机电高新技术服务；经营本企业自产机电产品、成套设备及相关技术的出口业务和本企业生产、科研所需原料、机械设备、仪器仪表、备品备件、零配件及技术进口业务与“三来一补”业务。
　　（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000028756"	"深圳科士达科技股份有限公司"	"1993-03-17 00:00:00"	"研发、生产及销售UPS、太阳能逆变器及UPS配套的阀控式密封铅酸蓄电池"	"　　软件开发、销售及相关技术服务(不含限制项目);电力工程施工总承包;机电工程施工总承包;电力设施的安装、维修和试验;光伏电站的投资、开发、建设和运营;数据中心的投资、开发、建设和运营;计算机信息系统集成;空调制冷设备的安装、维修和保养;自有物业租赁;设备租赁(不含融资租赁);蓄电池销售(不含限制项目);国内商业、物资供销业(不含专营、专控、专卖商品);经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营)。"
"T000028757"	"九州通医药集团股份有限公司"	"1999-03-09 00:00:00"	"药品、医疗器械、食品、保健品等产品的批发、零售连锁及药品生产和研发以及增值服务业务"	"　　批发中药饮片、中成药、中药材、化学药制剂、抗生素制剂、抗生素原料药、生化药品、生物制品、化学原料药、医疗用毒性药品(中西药)、精神药品(一类、二类)、体外诊断试剂、麻醉药品、蛋白同化剂、肽类激素;批发危险化学品;消毒品;销售一、二、三类医疗器械(含体外诊断试剂);药品的包装材料和容器;医药中间体;化学试剂;中药材种植、中药研究、中药产业投资咨询(不含证劵投资咨询)、批零兼营化妆品、日用百货、农副土特产品、日用家电、五金、玩具、酒类、电子和数码产品;销售预包装食品(含冷藏冷冻食品);特殊食品销售(保健食品、特殊医学用途配方食品、婴幼儿配方乳粉、其他婴幼儿配方食品);各类技术和商品的进出口(国家法律法规规定需要获得批准后方可经营的商品和技术除外);仓储设施建设与经营、物流技术开发与服务、信息咨询与服务。租赁一、二、三类医疗器械(含体外),医疗器械咨询、安装、检测、维修服务,自有房屋租赁、设备租赁,企业管理软件的销售与售后服务;添加剂的销售、农药销售;药用辅料和化工产品(不含危化品);热食类食品制售。(涉及许可经营项目,应取得相关部门许可后方可经营)"
